# Zrodlo danych: PharmaTrack Sell-Out Panel PL (panel aptek)
# Eksport wygenerowany: 2026-04-01 03:14:22
# Okres deklarowany: 2026-03
# Separator pol: | ; kodowanie: UTF-8 ; separator dziesietny: przecinek
# UWAGA: eksport wykonany w dwoch przebiegach - load_id L20260401A oraz L20260401B
# typ_transakcji: SPRZEDAZ | ZWROT | PROMO
load_id|data_sprzedazy|apteka_id|nazwa_apteki|wojewodztwo|kanal|ean|nazwa_produktu|opakowania|wartosc_pln|typ_transakcji
L20260401A|2026-03-20|APT-000324|Apteka Panaceum 1044|mazowieckie|INDYWIDUALNA|5909991234585|MAGNOVIT B6|1|0,00 PLN|PROMO
L20260401A|2026-03-27|306|Apteka Zielona 1046|malopolskie|INDYWIDUALNA|5909991234585|MAGNOVIT B6|1|17,91|SPRZEDAZ
L20260401A|2026-03-12|APT-000157|Melisa 1379|malopolskie|siec|5909991234561|VITARIS D3 2000|1|23,84|SPRZEDAZ
L20260401A|2026-04-02|APT-000365|Apteka Rodzinna 1346|mazowieckie|INDYW|5909991234585|Magnovit B6 50 tabl.|1|18,59|SPRZEDAZ
L20260401A|2026-02-26|276|Apteka Zielona 1247|mazowieckie|indyw|5909991234585|MAGNOVIT B-6|1|18,20|SPRZEDAZ
L20260401B|09/03/2026|APT-000254|Dbam o Zdrowie Plus 1153|dolnoslaskie|siec|5909991234578|VITARIS D3 4000|1|32,27|SPRZEDAZ
L20260401A|2026-03-30|APT-000379|Apteka Sloneczna 1416|dolnoslaskie|indyw|5909991234592|GINKOMAX 120|3|89,82|SPRZEDAZ
L20260401B|2026-03-23|APT-000254|Dbam o Zdrowie Plus 1153|dolnoslaskie|SIEC|5909991234585|Magnovit B6 50 tabl.|4|75,58 PLN|SPRZEDAZ
L20260401A|10.03.2026|APT-000384|Apteka Ratuszowa 1358|malopolskie|indyw|5909991234585|Magnovit B6 50 tabl.|-|35,89|SPRZEDAZ
L20260401A|2026-03-21|0000279|Apteka Nowa 1338|malopolskie|niezalezna|5909991234561|VITARIS D3 2000|2|50,37|SPRZEDAZ
L20260401A|2026-03-12|APT-000030|Apteka Ratuszowa 1092|slaskie|Indywidualna|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|2|51,18|SPRZEDAZ
L20260401A|2026-03-28|APT-000264|Apteka Salus 1393|dolnoslaskie|INDYW|5909991234578|VITARIS D3 4000|1|34,33|SPRZEDAZ
L20260401A|2026-03-03|APT-000156|Dbam o Zdrowie Plus 1028|slaskie|Sieć|5909991234561|VITARIS D3 2000|1|25,88|SPRZEDAZ
L20260401A|2026-03-30|APT-000160|Apteka Ratuszowa 1125|malopolskie|INDYWIDUALNA|5909991234561|VITARIS D3 2000|2|51,52|SPRZEDAZ
L20260401A|24/03/2026|0000214|Melisa 1415|wielkopolskie|SIEĆ |5909991234561|VITARIS D3 2000|1|23,65|SPRZEDAZ
L20260401A|2026-03-23|APT-000321|Apteka Zdrowie 1218|wielkopolskie|siec|5909991234592|GINKOMAX 120|3|88,16|SPRZEDAZ
L20260401A|2026-03-06|19|Dbam o Zdrowie Plus 1087|wielkopolskie|Sieć|5909991234592|GINKOMAX 120|1|29,91|SPRZEDAZ
L20260401A|26.03.2026|97|Apteka Zdrowie 1161|malopolskie|SIEC|5909991234578|VITARIS D3 4000|2|62,64|SPRZEDAZ
L20260401A|2026-03-24|APT-000388|Apteka Ratuszowa 1018|pomorskie|Indywidualna|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|25,89|SPRZEDAZ
L20260401A|2026-03-11|APT-000014|PharmaPlus 1036|pomorskie|SIEĆ |5909991234608|ALLERTIS 10|1|14,97 PLN|SPRZEDAZ
L20260401A|25.03.2026|APT-000172|Apteka Salus 1061|mazowieckie|INDYWIDUALNA|5909991234592|Ginkomax 120 mg 60 tabl.|3|89,46|SPRZEDAZ
L20260401A|22/03/2026|APT-000214|Melisa 1415|wielkopolskie|Sieć|5909991234585|MAGNOVIT B6|1|17,99|SPRZEDAZ
L20260401A|2026-03-05|APT-000384|Apteka Ratuszowa 1358|malopolskie|indyw|5909991234608|Allertis 10 mg 30 tabl.|3|46,03 PLN|SPRZEDAZ
L20260401A|12.03.2026|0000227|Dbam o Zdrowie Plus 1414|mazowieckie|sieciowa|5909991234585|MAGNOVIT B6|1|19,60 PLN|SPRZEDAZ
L20260401A|30.03.2026|0000098|PharmaPlus 1062|malopolskie|siec|5909991234561|VITARIS D3 2000|5|122,31 PLN|SPRZEDAZ
L20260401A|2026-04-01|APT-000128|Apteka Zielona 1228|pomorskie|indyw|5909991234608|ALLERTIS 10MG|3|43,91|SPRZEDAZ
L20260401A|2026-03-02|APT-000385|Apteka Zdrowie 1325|malopolskie|SIEC|5909991234585|MAGNOVIT B6|1|19,47|SPRZEDAZ
L20260401A|2026-03-28|APT-000201|Apteka Zdrowie 1108|malopolskie|Sieć|5909991234578|VITARIS D3 4000 J.M.|1|33,20 PLN|SPRZEDAZ
L20260401B|2026-03-09|APT-000280|Dbam o Zdrowie Plus 1070|slaskie|SIEĆ |5909991234585|MAGNOVIT B6|1|19,99|SPRZEDAZ
L20260401A|2026-03-23|APT-000256|Apteka Hygieia 1369|dolnoslaskie|INDYWIDUALNA|5909991234608|ALLERTIS 10|2|29,13|SPRZEDAZ
L20260401A|2026-03-14|308|Apteka Familijna 1192|wielkopolskie|SIEĆ |5909991234608|ALLERTIS 10|3|43,37 PLN|SPRZEDAZ
L20260401A|2026-03-13|324|Apteka Panaceum 1044|mazowieckie|INDYW|5909991234592|GINKOMAX 120MG|2|58,22|SPRZEDAZ
L20260401A|21/03/2026|APT-000155|Apteka Panaceum 1034|mazowieckie|niezalezna|5909991234608|ALLERTIS 10|1|14,03|SPRZEDAZ
L20260401A|2026-03-16|335|Dbam o Zdrowie Plus 1023|slaskie|Sieć|5909991234608|ALLERTIS 10MG|1|13,86|SPRZEDAZ
L20260401A|2026-04-01|APT-000074|PharmaPlus 1359|wielkopolskie|Sieć|5909991234578|VITARIS D3 4000|1|31,53|SPRZEDAZ
L20260401A|31.03.2026|233|PharmaPlus 1081|mazowieckie|SIEĆ |5909991234585|MAGNOVIT B6|5|98,51|SPRZEDAZ
L20260401A|2026-03-05|APT-000409|Apteka Zdrowie 1250|slaskie|siec|5909991234578|VITARIS D3 4000|5|172,14|SPRZEDAZ
L20260401A|02/03/2026|APT-000064|PharmaPlus 1003|mazowieckie|Sieć|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|3|93,42|SPRZEDAZ
L20260401A|27.03.2026|343|Apteka Zdrowie 1220|slaskie|Sieć|5909991234561|VITARIS D3 2000|1|26,37|SPRZEDAZ
L20260401A|17.03.2026|APT-000282|Apteka Sloneczna 1391|wielkopolskie|INDYW|5909991234585|MAGNOVIT B6|4|73,33|SPRZEDAZ
L20260401A|10.03.2026|0000392|Dbam o Zdrowie Plus 1399|slaskie|SIEĆ |5909991234561|Vitaris D3 2000 j.m. 60 kaps.|2|49,16|SPRZEDAZ
L20260401A|2026-03-23|APT-000077|Apteka Vita 1103|dolnoslaskie|niezalezna|5909991234578|VITARIS D3 4000|1|31,87|SPRZEDAZ
L20260401A|01.04.2026|APT-000214|Melisa 1415|wielkopolskie|siec|5909991234561|VITARIS D3 2000|1|24,03|SPRZEDAZ
L20260401A|2026-03-12|249|Apteka pod Lipa 1080|slaskie|INDYW|5909991234592|GINKOMAX 120MG|1|28,88 PLN|SPRZEDAZ
L20260401A|31/03/2026|44|PharmaPlus 1124|malopolskie|SIEĆ |5909991234608|Allertis 10 mg 30 tabl.|1|14,78|SPRZEDAZ
L20260401A|2026-03-03|224|Apteka Familijna 1037|slaskie|Sieć|5909991234585|MAGNOVIT B6|5|89,14|SPRZEDAZ
L20260401A|2026-03-16|APT-000393|PharmaPlus 1097|dolnoslaskie|Sieć|5909991234592|GINKOMAX 120MG|1|31,53|SPRZEDAZ
L20260401A|26.03.2026|261|PharmaPlus 1225|pomorskie|SIEĆ |5909991234561|VITARIS D3 2000|2|52,22|SPRZEDAZ
L20260401A|06.03.2026|0000069|Apteka Salus 1334|pomorskie|INDYW|5909991234608|ALLERTIS 10|1|14,11|SPRZEDAZ
L20260401A|2026-03-17|APT-000344|Apteka Sloneczna 1289|malopolskie|Indywidualna|5909991234578|VITARIS D3 4000 J.M.|1|30,70 PLN|SPRZEDAZ
L20260401A|2026-03-25|47|Melisa 1229|wielkopolskie|SIEC|5909991234608|ALLERTIS 10|1|14,28|SPRZEDAZ
L20260401A|2026-03-25|APT-000289|Apteka Ratuszowa 1296|wielkopolskie|niezalezna|5909991234592|Ginkomax 120 mg 60 tabl.|1|31,25|SPRZEDAZ
L20260401B|2026-03-05|APT-000037|Apteka Familijna 1107|mazowieckie|SIEC|5909991234592|GINKOMAX 120|1|29,65|SPRZEDAZ
L20260401A|2026-02-26|105|Apteka Salus 1093|malopolskie|indyw|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|2|65,69|SPRZEDAZ
L20260401A|14.03.2026|0000324|Apteka Panaceum 1044|mazowieckie|Indywidualna|5909991234578|VITARIS D3 4000|1|30,90|SPRZEDAZ
L20260401A|25.03.2026|APT-000087|PharmaPlus 1343|mazowieckie|siec|5909991234561|VITARIS D3 2000|5|123,55|SPRZEDAZ
L20260401A|27.03.2026|78|Apteka Vita 1123|slaskie|INDYW|5909991234585|Magnovit B6 50 tabl.|1|18,32|SPRZEDAZ
L20260401A|31.03.2026|0000342|Apteka Centrum 1263|malopolskie|Indywidualna|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|26,32|SPRZEDAZ
L20260401A|10.03.2026|306|Apteka Zielona 1046|malopolskie|INDYW|5909991234585|MAGNOVIT B-6|1|19,67|SPRZEDAZ
L20260401A|2026-03-31|APT-000420|Apteka Hygieia 1355|pomorskie|Indywidualna|5909991234585|Magnovit B6 50 tabl.|1|18,34|SPRZEDAZ
L20260401A|2026-03-17|APT-000031|Apteka Familijna 1213|mazowieckie|sieciowa|5909991234608|ALLERTIS 10|1|14,46|SPRZEDAZ
L20260401A|2026-03-26|APT-000039|Dbam o Zdrowie Plus 1392|malopolskie|SIEĆ |5909991234608|ALLERTIS 10|1|15,24|SPRZEDAZ
L20260401A|10.03.2026|155|Apteka Panaceum 1034|mazowieckie|INDYW|5909991234578|VITARIS D3 4000|2|61,92 PLN|SPRZEDAZ
L20260401A|2026-03-21|280|Dbam o Zdrowie Plus 1070|slaskie|SIEC|5909991234578|VITARIS D3 4000|3|92,38 PLN|SPRZEDAZ
L20260401A|02.03.2026|231|Dbam o Zdrowie Plus 1141|pomorskie|Sieć|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|24,90 PLN|SPRZEDAZ
L20260401A|2026-03-17|APT-000218|Apteka Vita 1236|mazowieckie|indyw|5909991234585|Magnovit B6 50 tabl.|1|17,99 PLN|SPRZEDAZ
L20260401A|18.03.2026|362|Apteka Centrum 1156|malopolskie|niezalezna|5909991234592|GINKOMAX 120|1|29,29|SPRZEDAZ
L20260401A|2026-03-14|285|Melisa 1120|wielkopolskie|SIEC|5909991234561|VITARIS D3 2000|1|23,68|SPRZEDAZ
L20260401A|2026-03-16|114|Melisa 1133|mazowieckie|sieciowa|5909991234578|VITARIS D3 4000|2|63,15|SPRZEDAZ
L20260401A|27.03.2026|APT-000307|Melisa 1163|slaskie|SIEC|5909991234578|VITARIS D3 4000|1|32,82|SPRZEDAZ
L20260401A|2026-03-13|0000009|Dbam o Zdrowie Plus 1190|pomorskie|SIEĆ |5909991234585|MAGNOVIT B6|1|18,37 PLN|SPRZEDAZ
L20260401A|2026-03-12|0000163|Apteka Nowa 1260|pomorskie|indyw|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|2|66,42|SPRZEDAZ
L20260401A|2026-03-07|0000345|Dbam o Zdrowie Plus 1309|wielkopolskie|SIEĆ |5909991234561|VITARIS D3 2000|1|24,93|SPRZEDAZ
L20260401A|2026-03-04|189|Dbam o Zdrowie Plus 1303|wielkopolskie|SIEĆ |5909991234561|VITARIS D3 2000|2|52,13|SPRZEDAZ
L20260401A|26.03.2026|0000056|PharmaPlus 1121|slaskie|Sieć|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|2|0,00 PLN|PROMO
L20260401A|2026-03-10|0000355|Apteka Panaceum 1004|dolnoslaskie|indyw|5909991234608|ALLERTIS 10|2|30,39 PLN|SPRZEDAZ
L20260401A|06.03.2026|341|Dbam o Zdrowie Plus 1069|mazowieckie|SIEĆ |5909991234578|VITARIS D3 4000|3|94,24 PLN|SPRZEDAZ
L20260401A|2026-03-05|43|Apteka Familijna 1273|mazowieckie|Sieć|5909991234592|GINKOMAX 120|1|28,14|SPRZEDAZ
L20260401A|2026-03-13|APT-000192|Apteka Rodzinna 1376|mazowieckie|Indywidualna|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|3|100,82|SPRZEDAZ
L20260401A|17/03/2026|393|PharmaPlus 1097|dolnoslaskie|SIEC|5909991234608|ALLERTIS 10|2|29,88 PLN|SPRZEDAZ
L20260401A|2026-03-13|393|PharmaPlus 1097|dolnoslaskie|Sieć|5909991234608|Allertis 10 mg 30 tabl.|2|28,49 PLN|SPRZEDAZ
L20260401A|2026-03-24|385|Apteka Zdrowie 1325|malopolskie|sieciowa|5909991234561|VITARIS D3 2000|2|50,17|SPRZEDAZ
L20260401A|12.03.2026|APT-000052|Dbam o Zdrowie Plus 1075|slaskie|Sieć|5909991234608|Allertis 10 mg 30 tabl.|3|44,03 PLN|SPRZEDAZ
L20260401B|09.03.2026|378|Dbam o Zdrowie Plus 1408|mazowieckie|siec|5909991234592|Ginkomax 120 mg 60 tabl.|2|62,26|SPRZEDAZ
L20260401A|30.03.2026|APT-000250|PharmaPlus 1146|wielkopolskie|Sieć|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|3|103,13|SPRZEDAZ
L20260401A|2026-03-21|APT-000190|Apteka pod Lipa 1176|mazowieckie|Indywidualna|5909991234608|Allertis 10 mg 30 tabl.|2|29,31|SPRZEDAZ
L20260401A|2026-03-09|APT-000233|PharmaPlus 1081|mazowieckie|siec|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|2|67,49 PLN|SPRZEDAZ
L20260401A|20/03/2026|APT-000316|Apteka Ratuszowa 1178|wielkopolskie|INDYWIDUALNA|5909991234578|VITARIS D3 4000|1|32,78 PLN|SPRZEDAZ
L20260401A|2026-03-27|APT-000323|Dbam o Zdrowie Plus 1148|dolnoslaskie|siec|5909991234561|VITARIS D3 2000|3|75,27 PLN|SPRZEDAZ
L20260401A|2026-03-19|367|Apteka Sloneczna 1223|wielkopolskie|indyw|5909991234608|ALLERTIS 10MG|2|30,32|SPRZEDAZ
L20260401A|2026-03-04|0000274|Apteka Vita 1189|dolnoslaskie|Indywidualna|5909991234608|ALLERTIS 10MG|4|60,64|SPRZEDAZ
L20260401A|27.03.2026|APT-000325|Apteka Zielona 1395|dolnoslaskie|INDYW|5909991234585|Magnovit B6 50 tabl.|1|17,82|SPRZEDAZ
L20260401A|2026-03-06|89|Apteka Familijna 1063|malopolskie|sieciowa|5909991234592|Ginkomax 120 mg 60 tabl.|1|0,00 PLN|PROMO
L20260401A|2026-03-17|109|Apteka Zielona 1293|pomorskie|Indywidualna|5909991234585|MAGNOVIT B6|1|18,43|SPRZEDAZ
L20260401A|27.03.2026|APT-000083|Apteka Zdrowie 1286|dolnoslaskie|SIEĆ |5909991234585|MAGNOVIT B6|2|36,77|SPRZEDAZ
L20260401A|2026-03-25|0000023|Apteka Zdrowie 1405|malopolskie|sieciowa|5909991234561|VITARIS D3 2000|2|50,23 PLN|SPRZEDAZ
L20260401A|2026-03-12|241|PharmaPlus 1038|mazowieckie|sieciowa|5909991234561|VITARIS D3 2000|2|0,00 PLN|PROMO
L20260401A|2026-03-07|418|PharmaPlus 1094|malopolskie|sieciowa|5909991234561|VITARIS D3 2000|3|75,30|SPRZEDAZ
L20260401A|2026-03-30|APT-000376|Apteka Rodzinna 1211|pomorskie|Indywidualna|5909991234608|ALLERTIS 10|5|71,11|SPRZEDAZ
L20260401A|2026-03-27|40|PharmaPlus 1367|wielkopolskie|Sieć|5909991234592|GINKOMAX 120|1|31,54|SPRZEDAZ
L20260401A|15/03/2026|APT-000131|Apteka Ratuszowa 1267|pomorskie|INDYWIDUALNA|5909991234561|VITARIS D3 2000|1|25,87|SPRZEDAZ
L20260401A|22.03.2026|APT-000372|Apteka Rodzinna 1314|dolnoslaskie|niezalezna|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|33,16|SPRZEDAZ
L20260401A|2026-04-01|APT-000285|Melisa 1120|wielkopolskie|sieciowa|5909991234608|Allertis 10 mg 30 tabl.|1|13,67|SPRZEDAZ
L20260401A|2026-03-06|APT-000084|PharmaPlus 1139|wielkopolskie|sieciowa|5909991234561|VITARIS D3 2000 J.M.|1|24,69|SPRZEDAZ
L20260401A|2026-03-21|0000391|Apteka Centrum 1387|pomorskie|indyw|5909991234592|GINKOMAX 120|1|29,11|SPRZEDAZ
L20260401A|2026-03-13|APT-000308|Apteka Familijna 1192|wielkopolskie|Sieć|5909991234585|Magnovit B6 50 tabl.|1|19,16|SPRZEDAZ
L20260401A|2026-03-19|83|Apteka Zdrowie 1286|dolnoslaskie|sieciowa|5909991234592|Ginkomax 120 mg 60 tabl.|2|60,61|SPRZEDAZ
L20260401A|2026-03-23|APT-000010|PharmaPlus 1194|dolnoslaskie|sieciowa|5909991234585|Magnovit B6 50 tabl.|2|37,16|SPRZEDAZ
L20260401A|2026-03-17|196|Apteka Sloneczna 1009|slaskie|INDYWIDUALNA|5909991234585|MAGNOVIT B6|1|19,11|SPRZEDAZ
L20260401B|17.03.2026|0000296|Apteka Zdrowie 1184|slaskie|SIEC|5909991234561|VITARIS D3 2000|1|24,31|SPRZEDAZ
L20260401A|2026-03-10|320|Apteka Zdrowie 1316|mazowieckie|sieciowa|5909991234592|GINKOMAX 120|3|88,25|SPRZEDAZ
L20260401A|01.04.2026|APT-000197|PharmaPlus 1198|pomorskie|SIEC|5909991234592|GINKOMAX 120|1|29,24|SPRZEDAZ
L20260401A|07/03/2026|APT-000204|Melisa 1411|pomorskie|siec|5909991234585|MAGNOVIT B6|3|59,35 PLN|SPRZEDAZ
L20260401A|2026-03-31|26|Apteka Nowa 1268|slaskie|INDYW|5909991234585|MAGNOVIT B6|1|18,65|SPRZEDAZ
L20260401A|2026-03-15|6|Dbam o Zdrowie Plus 1394|mazowieckie|Sieć|5909991234561|VITARIS D3 2000|1|23,96|SPRZEDAZ
L20260401A|16.03.2026|0000338|Apteka pod Lipa 1001|mazowieckie|INDYW|5909991234561|VITARIS D3 2000|2|51,58|SPRZEDAZ
L20260401A|2026-03-11|APT-000118|Apteka Nowa 1390|mazowieckie|indyw|5909991234592|GINKOMAX 120|-|94,22|SPRZEDAZ
L20260401A|01/04/2026|110|PharmaPlus 1326|pomorskie|sieciowa|5909991234585|MAGNOVIT B6|2|36,74|SPRZEDAZ
L20260401A|2026-03-06|347|Apteka Salus 1074|mazowieckie|indyw|5909991234585|MAGNOVIT B6|3|55,75|SPRZEDAZ
L20260401A|03.03.2026|262|PharmaPlus 1196|mazowieckie|SIEC|5909991234561|VITARIS D3 2000|2|47,64|SPRZEDAZ
L20260401A|2026-03-12|0000018|Apteka Zdrowie 1243|malopolskie|sieciowa|5909991234608|ALLERTIS 10|1|13,63|SPRZEDAZ
L20260401A|2026-03-16|APT-000213|Apteka Familijna 1307|malopolskie|SIEC|5909991234561|VITARIS D3 2000 J.M.|1|24,17|SPRZEDAZ
L20260401A|2026-03-28|APT-000057|Dbam o Zdrowie Plus 1203|dolnoslaskie|Sieć|5909991234585|MAGNOVIT B6|2|39,24|SPRZEDAZ
L20260401A|2026-03-05|APT-000012|Apteka Familijna 1283|dolnoslaskie|SIEĆ |5909991234578|VITARIS D3 4000|1|30,68|SPRZEDAZ
L20260401A|2026-03-06|APT-000037|Apteka Familijna 1107|mazowieckie|siec|5909991234561|VITARIS D3 2000|1|24,85|SPRZEDAZ
L20260401A|2026-03-17|0000230|Apteka Rodzinna 1339|slaskie|indyw|5909991234585|MAGNOVIT B6|1|18,94|SPRZEDAZ
L20260401A|07.03.2026|APT-000101|Dbam o Zdrowie Plus 1166|wielkopolskie|siec|5909991234608|ALLERTIS 10|1|14,04 PLN|SPRZEDAZ
L20260401A|07.03.2026|APT-000232|Dbam o Zdrowie Plus 1238|dolnoslaskie|Sieć|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|3|75,67 PLN|SPRZEDAZ
L20260401A|2026-03-28|APT-000151|Apteka Hygieia 1035|mazowieckie|INDYW|5909991234578|VITARIS D3 4000|2|64,51|SPRZEDAZ
L20260401A|2026-03-04|APT-000078|Apteka Vita 1123|slaskie|INDYWIDUALNA|5909991234585|MAGNOVIT B6|1|18,26|SPRZEDAZ
L20260401A|30/03/2026|APT-000181|Apteka Familijna 1208|mazowieckie|Sieć|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|25,63 PLN|SPRZEDAZ
L20260401A|10.03.2026|0000284|Melisa 1222|mazowieckie|Sieć|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|31,78|SPRZEDAZ
L20260401A|13.03.2026|APT-000291|Apteka Zdrowie 1102|dolnoslaskie|sieciowa|5909991234592|GINKOMAX 120|2|63,24|SPRZEDAZ
L20260401A|2026-03-06|APT-000194|PharmaPlus 1368|mazowieckie|siec|5909991234561|VITARIS D3 2000|6|148,81|SPRZEDAZ
L20260401A|2026-03-10|APT-000007|PharmaPlus 1251|pomorskie|siec|5909991234561|VITARIS D3 2000|4|101,39|SPRZEDAZ
L20260401A|2026-03-04|APT-000118|Apteka Nowa 1390|mazowieckie|niezalezna|5909991234561|VITARIS D3 2000 J.M.|NULL|25,52 PLN|SPRZEDAZ
L20260401A|19.03.2026|170|Apteka Nowa 1351|pomorskie|INDYW|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|24,03|SPRZEDAZ
L20260401A|12.03.2026|APT-000093|PharmaPlus 1310|mazowieckie|sieciowa|5909991234561|VITARIS D3 2000 J.M.|1|23,77|SPRZEDAZ
L20260401A|2026-03-25|0000301|Melisa 1365|pomorskie|sieciowa|5909991234592|GINKOMAX 120|1|28,33 PLN|SPRZEDAZ
L20260401A|2026-03-10|APT-000273|Apteka Zdrowie 1126|dolnoslaskie|SIEĆ |5909991234561|Vitaris D3 2000 j.m. 60 kaps.|2|51,85|SPRZEDAZ
L20260401A|05.03.2026|APT-000296|Apteka Zdrowie 1184|slaskie|sieciowa|5909991234608|Allertis 10 mg 30 tabl.|1|15,35|SPRZEDAZ
L20260401A|2026-03-02|APT-000210|Apteka Zdrowie 1147|malopolskie|siec|5909991234578|VITARIS D3 4000|2|65,33|SPRZEDAZ
L20260401A|2026-04-01|APT-000053|Melisa 1048|dolnoslaskie|SIEC|5909991234585|MAGNOVIT B6|2|36,53|SPRZEDAZ
L20260401A|2026-03-04|350|Apteka Familijna 1169|mazowieckie|SIEC|5909991234592|GINKOMAX 120|1|29,37|SPRZEDAZ
L20260401A|2026-03-30|APT-000306|Apteka Zielona 1046|malopolskie|INDYWIDUALNA|5909991234608|Allertis 10 mg 30 tabl.|2|29,61 PLN|SPRZEDAZ
L20260401A|21.03.2026|340|PharmaPlus 1086|dolnoslaskie|sieciowa|5909991234585|MAGNOVIT B6|1|19,48|SPRZEDAZ
L20260401A|2026-03-13|APT-000021|Melisa 1290|dolnoslaskie|sieciowa|5909991234585|Magnovit B6 50 tabl.|1|18,06|SPRZEDAZ
L20260401A|25/03/2026|130|Apteka Vita 1033|slaskie|indyw|5909991234585|Magnovit B6 50 tabl.|5|91,82|SPRZEDAZ
L20260401A|2026-03-13|APT-000288|PharmaPlus 1304|slaskie|SIEĆ |5909991234561|VITARIS D3 2000|1|24,09 PLN|SPRZEDAZ
L20260401A|2026-03-24|APT-000009|Dbam o Zdrowie Plus 1190|pomorskie|SIEC|5909991234561|VITARIS D3 2000 J.M.|1|25,91 PLN|SPRZEDAZ
L20260401A|15.03.2026|APT-000353|Apteka Centrum 1324|pomorskie|niezalezna|5909991234608|Allertis 10 mg 30 tabl.|1|14,65|SPRZEDAZ
L20260401A|2026-03-02|APT-000239|Apteka Familijna 1162|dolnoslaskie|SIEC|5909991234592|GINKOMAX 120|4|113,28|SPRZEDAZ
L20260401A|2026-03-04|218|Apteka Vita 1236|mazowieckie|Indywidualna|5909991234561|VITARIS D3 2000|1|26,24|SPRZEDAZ
L20260401A|2026-03-24|APT-000317|Apteka Salus 1344|mazowieckie|INDYW|5909991234561|VITARIS D3 2000|1|25,32|SPRZEDAZ
L20260401A|2026-03-27|APT-000365|Apteka Rodzinna 1346|mazowieckie|INDYW|5909991234608|ALLERTIS 10|1|14,68|SPRZEDAZ
L20260401A|2026-03-05|APT-000017|Apteka pod Orlem 1095|mazowieckie|INDYW|5909991234585|MAGNOVIT B6|1|18,05|SPRZEDAZ
L20260401A|2026-03-25|306|Apteka Zielona 1046|malopolskie|indyw|5909991234578|VITARIS D3 4000|brak|32,27|SPRZEDAZ
L20260401A|17.03.2026|APT-000157|Melisa 1379|malopolskie|SIEC|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|31,86|SPRZEDAZ
L20260401A|23/03/2026|327|Apteka Panaceum 1179|dolnoslaskie|niezalezna|5909991234561|VITARIS D3 2000|1|23,81|SPRZEDAZ
L20260401A|2026-03-26|33|Apteka Rodzinna 1157|mazowieckie|INDYWIDUALNA|5909991234561|Vitaris D3 2000 j.m. 60 kaps.||48,25|SPRZEDAZ
L20260401A|2026-03-06|398|Apteka pod Lipa 1040|slaskie|indyw|5909991234561|VITARIS D3 2000|1|25,05|SPRZEDAZ
L20260401A|2026-03-10|APT-000150|Apteka Centrum 1112|mazowieckie|niezalezna|5909991234585|Magnovit B6 50 tabl.|1|19,20|SPRZEDAZ
L20260401A|2026-03-09|181|Apteka Familijna 1208|mazowieckie|SIEC|5909991234592|GINKOMAX 120|1|29,16|SPRZEDAZ
L20260401A|2026-03-02|0000390|Apteka Hygieia 1202|wielkopolskie|INDYWIDUALNA|5909991234578|VITARIS D3 4000|1|31,33|SPRZEDAZ
L20260401A|2026-03-29|0000128|Apteka Zielona 1228|pomorskie|INDYW|5909991234561|VITARIS D3 2000|2|48,23|SPRZEDAZ
L20260401A|2026-03-27|APT-000208|Apteka pod Lipa 1183|malopolskie|INDYWIDUALNA|5909991234585|MAGNOVIT B6|2|38,04|SPRZEDAZ
L20260401A|2026-03-28|APT-000408|Dbam o Zdrowie Plus 1366|slaskie|siec|5909991234585|MAGNOVIT B-6|2|39,63|SPRZEDAZ
L20260401A|2026-03-03|APT-000095|Apteka Familijna 1400|slaskie|siec|5909991234592|GINKOMAX 120|2|0,00|PROMO
L20260401A|17/03/2026|APT-000291|Apteka Zdrowie 1102|dolnoslaskie|siec|5909991234608|ALLERTIS 10|1|14,22 PLN|SPRZEDAZ
L20260401A|31/03/2026|APT-000377|Apteka Familijna 1357|dolnoslaskie|SIEĆ |5909991234608|ALLERTIS 10|3|43,91|SPRZEDAZ
L20260401A|2026-03-28|APT-000021|Melisa 1290|dolnoslaskie|SIEĆ |5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|32,01|SPRZEDAZ
L20260401A|25.03.2026|0000383|Dbam o Zdrowie Plus 1217|pomorskie|SIEĆ |5909991234592|Ginkomax 120 mg 60 tabl.|1|29,53|SPRZEDAZ
L20260401B|2026-03-02|343|Apteka Zdrowie 1220|slaskie|SIEC|5909991234578|VITARIS D3 4000|3|93,37|SPRZEDAZ
